smiles,fitness,score,generation
c1cc(-c2cc3sc4ccccc4c3s2)c2nsnc2c1,5.7877,0.064301014,0.0
c1ccc2c(c1)sc1c2sc2cc(-c3scc4[se]ccc34)c3nsnc3c21,7.2126,0.32662857,0.0
C1=Cc2c(csc2-c2cnc(-c3scc4c5cccccc5c5ccccc35)=CC4)c2C1,,0.0,0.0
c1ccc2c(-c3ccc(-c4ncc(-c5scc6ccoc56)s4)s3)cccc2c1,8.1665,0.47995102,0.0
C1=C(c2cccnc2)Cc2c1c1ccccc1c1c2oc2ccc3cscc3c21,7.4456,0.3661431,0.0
C1=CCC(C2=Cc3c(c4c5c(c6ccncc6c4c4cscc34)=CCC=5)[SiH2]2)=C1,3.6023,-0.34244674,0.0
c1cc(-c2cc3c4c[nH]cc4c4c5ccccc5ncc4c3[nH]2)c2cocc2c1,6.7638,0.24730492,0.0
C1=c2c(-c3nccs3)cc3cc4oc5ccoc5c4cc3c2=CC1,4.4204,-0.19657463,0.0
c1cc2ccc3c4c(cc(-c5scc6cc[nH]c56)c5nsnc54)c4nsnc4c3c2[nH]1,6.6935,0.2345407,0.0
C1=Cc2csc(-c3ccc(-c4ccc(-c5ccco5)cc4)c4c3=C[SiH2]C=4)c2C1,4.5698,-0.16873974,0.0
c1cc2csc(-c3sc(-c4cnc(-c5cncc6nsnc56)s4)c4ccoc34)c2[nH]1,6.8943,0.2707703,0.0
C1=c2c(c3c4cnc(-c5scc6occc56)cc4ccc3c3occc23)=CC1,5.5736,0.02311635,0.0
C1=Cc2csc(-c3sc(-c4ccc(-c5cncc6nsnc56)[se]4)c4c3C=C[SiH2]4)c2C1,4.615,-0.16026294,0.0
C1=Cc2c(csc2-c2cc3[nH]c4c(c3c3c[nH]cc23)Cc2cc[nH]c2-4)C1,5.8463,0.07554114,0.0
c1cc(-c2cc3ncc4c5occc5sc4c3c3cscc23)c2c[nH]cc2c1,7.5587,0.38486886,0.0
C1=Cc2c(csc2-c2cnc3c(c2)c2cscc2c2c4c5cocc5ccc4c4ccccc4c32)C1,9.9531,0.6999999,0.0
C1=c2ccc3oc4c5ncc(-c6cncs6)cc5c5c(c4c3c2=CC1)=C[SiH2]C=5,1.8808,-0.5971418,0.0
c1cnc2c(c1)c1cocc1c1c2ncc2cc(-c3scc4ccsc34)[se]c21,6.6826,0.23255444,0.0
C1=C(c2cnc(-c3ccccc3)c3nsnc23)CC(c2cncc4nsnc24)=C1,5.0237,-0.08268744,0.0
C1=c2c(-c3scc4sccc34)cc3[nH]c4c5[nH]ccc5c5c[nH]cc5c4c3c2=C[SiH2]1,4.8853,-0.109118044,0.0
C1=Cc2c(csc2-c2cc3sc4c5c(c6c[nH]cc6c4c3c3cscc23)C=CC5)C1,8.6176,0.5440378,0.0
c1csc(-c2sc(-c3cnc(-c4scc5[nH]ccc45)c4nsnc34)c3cc[nH]c23)c1,7.2344,0.3303771,0.0
C1=CCC(c2cc3c4c(c5c6c(c7c[nH]cc7c6c3c3c[nH]cc23)[SiH2]C=C6)=C[SiH2]C=5)=C1,,0.0,0.0
C1=Cc2csc(-c3cnc4c(c3)[se]c3c4c4c(c5ccc6nsnc6c53)=CCC=4)c2[SiH2]1,3.0745,-0.4289416,0.0
C1=Cc2csc(-c3ccc(-c4ccc(-c5scc6nccnc56)c5c4=CCC=5)[se]3)c2[SiH2]1,3.5539,-0.35065567,0.0
c1cc(-c2cc3sc4c([se]c5ccc6c[nH]cc6c54)c3c3cscc23)c2nsnc2c1,7.6324,0.39690423,0.0
c1cc2csc(-c3cc4c5cscc5c5c6occc6c6nsnc6c5c4c4cocc34)c2[nH]1,8.9146,0.58308375,0.0
c1cc2csc(-c3cc4sc5c(ccc6ccncc65)c4cn3)c2s1,6.9409,0.27907372,0.0
C1=Cc2c(csc2-c2sc(-c3sc(-c4scc5cc[se]c45)c4cc[nH]c34)c3nccnc23)[SiH2]1,6.3467,0.17046082,0.0
c1cc(-c2cnc3c(ccc4c5ccccc5sc5c4cc3)c2)c2nsnc2c1,,0.0,0.0
c1ncc(-c2ccc3c(c2)c2c[nH]cc2c2c4[nH]ccc4oc32)s2,,0.0,0.0
C1=Cc2oc3c(ccc4cc(-c5ccc[nH]5)cnc43)c2[SiH2]1,2.7545,-0.47791708,0.0
C1=C(c2cccc3c2=CCC=3)[SiH2]c2c1[nH]c1c3ccccc3c3cscc3c21,3.8063,-0.30728024,0.0
C1=c2c(c3c(ccc4cccnc43)c3ncc(-c4ncncn4)cc23)=C[SiH2]1,1.4466,-0.6483161,0.0
C1=Cc2c(-c3cncc4nsnc34)sc(-c3cnc(-c4cccs4)c4nsnc34)c2[SiH2]1,4.3884,-0.2024973,0.0
C1=Cc2c(-c3sc(-c4ccco4)c4[nH]ccc34)sc(-c3cccc4c[nH]cc34)c2[SiH2]1,6.1446,0.1324029,0.0
C1=Cc2c(-c3scc4c3[SiH2]C=C4)sc(-c3cnc(-c4cccc5c[nH]cc45)s3)c2C1,6.0961,0.12320697,0.0
c1cnc2c(c1)cnc1c3[se]c(-c4nccs4)cc3c3cscc3c21,5.3314,-0.023560882,0.0
C1=Cc2[nH]c3c(c2C1)c1c(c2cc(-c4cncs4)c4cscc4c23)=CCC=1,5.1933,-0.050143123,0.0
C1=C(c2cncs2)[SiH2]c2c1cnc1cc3ccc4ccccc4c3cc21,4.3035,-0.2181381,0.0
C1=C(c2nccc3nsnc23)[SiH2]c2cc3c(cc21)c1c[nH]cc1c1ccc2c[nH]cc2c31,4.6611,-0.15159291,0.0
C1=c2c(c3c4ccc(-c5scc6ccoc56)cc4c4cscc4c3c3[nH]ccc23)=CC1,7.1284,0.31205404,0.0
C1=Cc2ncc3c(ncc4cc(-c5scc6occc56)c5ccccc5c43)c2[SiH2]1,5.1893,-0.050912023,0.0
C1=Cc2sc3c(c2[SiH2]1)c1c(c2cc(-c4scc5[nH]ccc45)c4c[nH]cc4c23)=CCC=1,4.4887,-0.18388593,0.0
C1=Cc2c(csc2-c2cc3c4c(c5cc6ccoc6cc5c3s2)=CCC=4)[SiH2]1,4.2723,-0.22385842,0.0
C1=C[SiH2]C(c2cc3[se]c4c(c3[se]2)[SiH2]C=C4)=C1,-0.2308,-0.7989561,0.0
C1=Cc2csc(-c3cc4ccc5c6sccc6c6nsnc6c5c4c4c3=C[SiH2]C=4)c2C1,5.1686,-0.05489087,0.0
C1=Cc2ccc3c(cnc4cc(-c5ccccc5)c5cocc5c43)c2[SiH2]1,4.5796,-0.16690391,0.0
c1cncc(-c2cc3c4ccccc4c4c(ccc5ccc6cscc6c54)c3o2)c1,8.1691,0.48033655,0.0
c1csc(-c2sc(-c3sc(-c4scc5sccc45)c4[nH]ccc34)c3cc[se]c23)c1,8.8398,0.5734874,0.0
C1=c2cccc(-c3cc4sc5c(ncc6ccsc65)c4c4c3=CCC=4)c2=C[SiH2]1,2.9543,-0.44765872,0.0
C1=c2c(-c3scc4nccnc34)cc3[nH]c4c(oc5ccc6c[nH]cc6c54)c3c2=C[SiH2]1,3.8787,-0.29458863,0.0
C1=Cc2c(c3c4cscc4c4cc(-c5cccnc5)oc4c3c3nsnc23)C1,6.4367,0.18725336,0.0
c1ncc2nsnc2c1-c1cc2sc3c(sc4ccc5cscc5c43)c2c2c[nH]cc12,8.0319,0.45973527,0.0
C1=CCC(c2sc(-c3ccc(-c4cccs4)c4ccccc34)c3cc[se]c23)=C1,7.8503,0.43168902,0.0
C1=Cc2c(c3oc4cc(-c5scc6cc[se]c56)sc4c3c3c[nH]cc23)[SiH2]1,4.8459,-0.11661595,0.0
c1cncc(-c2ccc(-c3ccc(-c4scc5ccsc45)c4nsnc34)[se]2)c1,6.4205,0.18423831,0.0
c1c[nH]c(-c2ccc(-c3ccc(-c4ncncn4)c4cscc34)s2)c1,5.4769,0.004480958,0.0
C1=Cc2csc(-c3cc4[nH]c5c6c(c7cocc7c5c4[se]3)[SiH2]C=C6)c2=C[SiH2]1,,0.0,0.0
C1=Cc2cnc3c4cnc(-c5scc6ccoc56)cc4c4ccccc4c3c2[SiH2]1,5.1893,-0.050912023,0.0
C1=Cc2sc3cc(-c4ccccn4)c4c(c3c2[SiH2]1)=CCC=4,1.7064,-0.6183381,0.0
C1=Cc2c(c3c4c[nH]cc4c4cc(-c5ccccc5)[se]c4c3c3cscc23)[SiH2]1,5.1914,-0.0505082,0.0
C1=Cc2csc(-c3cc4c5c(c6c7c(sc6c4s3)C=CC5)c2C1,,0.0,0.0
C1=c2ccc3c4nsnc4c4c(ncc5cc(-c6cccnc6)ncc54)c3c2=C[SiH2]1,2.6613,-0.49165922,0.0
C1=Cc2c(-c3cccc4c[nH]cc34)sc(-c3sc(-c4cncs4)c4c3C=C[SiH2]4)c2[SiH2]1,4.3052,-0.21782601,0.0
C1=C(c2scc3sccc23)[SiH2]c2c1[se]c1ccncc21,2.8738,-0.45997947,0.0
C1=Cc2csc(-c3ccc4c(c3)sc3c4[nH]c4ccc5cocc5c43)c2C1,7.5798,0.3883283,0.0
C1=Cc2c(-c3sc(-c4scc5occc45)c4[se]ccc34)sc(-c3nccs3)c2[SiH2]1,6.0634,0.11699474,0.0
C1=c2c(-c3scc4[se]ccc34)cc3c4cocc4c4cc5ccoc5cc4c3c2=C[SiH2]1,5.0825,-0.07142079,0.0
c1c[se]c(-c2sc(-c3sc(-c4scc5[se]ccc45)c4occc34)c3cc[se]c23)c1,7.0957,0.30635333,0.0
c1ccc2c(c1)c(-c1scc3[se]ccc13)cc1[se]c3c4occc4c4nsnc4c3c12,6.8928,0.2705022,0.0
C1=Cc2c(-c3cccc4c[nH]cc34)sc(-c3ccc(-c4cccc5nsnc45)[nH]3)c2C1,7.1325,0.31276715,0.0
C1=Cc2csc(-c3cc4c5c[nH]cc5c5c6c(c7c(c5c4[se]3)=CCC=7)C=CC6)c2C1,5.3631,-0.017453134,0.0
c1cc2c(-c3cnc4c(c3)sc3c4sc4ccc5cscc5c43)scc2s1,8.8221,0.5711931,0.0
C1=Cc2[nH]c3c([nH]c4ccc5ccccc5c43)c2C1,4.3717,-0.20558244,0.0
C1=C(c2cccc3nsnc23)Cc2c1ccc1c2sc2ccc3c[nH]cc3c21,6.6372,0.22425973,0.0
C1=c2ccc3cnc4c(cnc5cc(-c6scc7sccc67)cnc54)c3c2=CC1,5.2391,-0.04133326,0.0
C1=Cc2cnc3c(c2C1)c1c(c2cc[nH]c23)=CCC=1,2.2501,-0.54939055,0.0
C1=Cc2c(csc2-c2cc3[nH]c4c(c3c3c[nH]cc23)Cc2cc[nH]c2-4)[SiH2]1,4.0554,-0.2631814,0.0
c1ccc(-c2ncc(-c3sc(-c4scc5cc[nH]c45)c4cc[se]c34)c3nsnc23)nc1,6.2968,0.16110647,0.0
C1=c2ccc3c4nsnc4c4c([nH]c5ccc6ccccc6c54)c3c2=C[SiH2]1,3.2906,-0.3943529,0.0
C1=C[SiH2]C(c2sc(-c3sc(-c4scc5c4C=C[SiH2]5)c4c3C=C[SiH2]4)c3cc[nH]c23)=C1,3.2802,-0.39604443,0.0
C1=C(c2ccc[nH]2)[SiH2]c2c1c1cscc1c1c2ncc2ccc3c(c21)=C[SiH2]C=3,1.895,-0.5953778,0.0
C1=Cc2csc(-c3ccc(-c4sc(-c5cccnc5)c5sccc45)nc3)c2[SiH2]1,5.5937,0.026988268,0.0
c1csc(-c2cc3[nH]c4c(c3cn2)c2cocc2c2ccc3nsnc3c24)n1,5.7437,0.055850267,0.0
C1=c2c(-c3ncc(-c4cncc5nsnc45)s3)ccc(-c3ncncn3)c2=CC1,2.6935,-0.48693842,0.0
C1=C(c2cccc3nsnc23)Cc2c1[se]c1c2ncc2ccc3nsnc3c21,4.5511,-0.17223948,0.0
c1ncc(-c2cc3c4cocc4c4cc5cc[se]c5cc4c3s2)s1,6.1344,0.13047063,0.0
c1cc2c(-c3cnc(-c4sc(-c5scc6cc[nH]c56)c5occc45)s3)scc2[nH]1,8.0374,0.46057093,0.0
C1=C[SiH2]C(C2=CC=C(c3ccc(-c4ccco4)cc3C2)=C[SiH2]C=4)C1,,0.0,0.0
C1=C[SiH2]C(c2cc3c4c(c5c(ccc6cc[se]c65)c3[nH]2)=C[SiH2]C=4)=C1,1.2267,-0.6722163,0.0
C1=c2ccc3[se]c4c([nH]c5cc(-c6cccc7ccccc67)[nH]c54)c3c2=C[SiH2]1,3.338,-0.38660938,0.0
C1=Cc2csc(-c3ccc(-c4sc(-c5cncs5)c5c4C=CC5)nc3)c2C1,6.8007,0.25397074,0.0
c1cc2c(-c3cc4[nH]c5c6[nH]ccc6c6cocc6c5c4c4cocc34)scc2[nH]1,7.5046,0.37594986,0.0
c1cncc(-c2cc3c4ccccc4c4c5occc5oc4c3cn2)c1,5.9424,0.093931675,0.0
c1ccc2c(c1)ccc1ccc3c4cnc(-c5scc6cc[se]c56)cc4c4cscc4c3c12,8.8478,0.5745214,0.0
c1cncc(-c2cc3c4nsnc4c4c5ccccc5c5c[nH]cc5c4c3c3cscc23)c1,7.9089,0.44083452,0.0
C1=c2cccc(-c3sc(-c4sc(-c5ccccc5)c5sccc45)c4[nH]ccc34)c2=CC1,7.4713,0.3704251,0.0
c1csc(-c2sc(-c3sc(-c4nccc5nsnc45)c4ccoc34)c3sccc23)c1,8.2327,0.48971176,0.0
C1=C[SiH2]C(c2cc3c4ccccc4c4c5cnccc5oc4c3[nH]2)=C1,4.6525,-0.15321207,0.0
C1=c2c(c3c4c(ccc5nsnc54)c4nsnc4c3c3oc(-c4ncncn4)cc23)=C[SiH2]1,2.259,-0.54819167,0.0
c1ccc2sc(-c3ncc(-c4scc5nccnc45)s3)c2c1,,0.0,0.0
C1=Cc2c(csc2-c2sc(-c3cnc(-c4ccc[se]4)c4nsnc34)c3occc23)C1,6.5828,0.2142781,0.0
c1cnc2cc3c(cc2c1)ncc1cc(-c2nccs2)sc13,5.1212,-0.06399518,0.0
c1ccc(-c2cc3[se]c4c(sc5cc[se]c54)c3[se]2)cc1,4.0457,-0.2649207,0.0
C1=C[SiH2]C(c2sc(-c3ncc(-c4scc5ccsc45)c4nsnc34)c3ccsc23)=C1,7.0097,0.2912568,0.0
C1=c2c(-c3scc4occc34)ccc(-c3sc(-c4scc5[nH]ccc45)c4ccoc34)c2=C[SiH2]1,6.5042,0.199777,0.0
C1=Cc2csc(-c3cc4ncc5c6ccccc6[nH]c5c4c4c[nH]cc34)c2[SiH2]1,4.8575,-0.114409804,0.0
c1cncc(-c2cc3c([nH]2)-c2oc4ccc5nsnc5c4c2C3)c1,4.3988,-0.2005741,0.0
C1=c2ccc3c4cscc4c4c(ncc5cc(-c6scc7ccsc67)sc54)c3c2=CC1,7.7253,0.4118824,0.0
C1=c2c(-c3scc4[se]ccc34)cc3ccc4c5[nH]ccc5oc4c3c2=C[SiH2]1,3.6644,-0.3318373,0.0
C1=c2c(c3cc[se]c3c3cc4sc(-c5scc6ccsc56)cc4cc23)=C[SiH2]1,4.8663,-0.11273539,0.0
c1cc2ncc3c4cnc(-c5scc6occc56)cc4oc3c2cn1,5.3989,-0.010553777,0.0
C1=CCC(c2sc(-c3sc(-c4cccc5nsnc45)c4ccsc34)c2)=C[SiH2]C=1,,0.0,0.0
C1=Cc2c(csc2-c2sc(-c3sc(-c4nccs4)c4cc[nH]c34)c3ccsc23)C1,8.5939,0.5408137,0.0
C1=Cc2csc(-c3sc(-c4ccc(-c5ccco5)nc4)c4c3CC=C4)c2[SiH2]1,5.1463,-0.05917543,0.0
C1=C[SiH2]C(c2cc3[nH]c4c5c(c6cocc6c4c3c3ccccc23)C=C[SiH2]5)=C1,4.0359,-0.26667625,0.0
C1=Cc2ccc3c(c2[SiH2]1)c1c(c2cc(-c4scc5sccc45)[nH]c23)=CCC=1,4.0074,-0.27177167,0.0
C1=Cc2[nH]c3c(ccc4cc(-c5cccnc5)c5ccccc5c43)c2C1,6.1056,0.1250099,0.0
C1=Cc2c(c3c(c4cscc24)-c2c(ccc4ccccc24)C3)C1,6.195,0.14193499,0.0
C1=Cc2csc(-c3ccc(-c4ccc(-c5scc6sccc56)nc4)cn3)c2C1,7.3846,0.3559178,0.0
c1csc(-c2cnc(-c3ccc(-c4scc5[nH]ccc45)nc3)s2)c1,6.1434,0.13217568,0.0
c1cc2csc(-c3sc(-c4ncc(-c5scc6[se]ccc56)s4)c4ccsc34)c2s1,8.9682,0.58986175,0.0
c1cc(-c2cc3oc4c(ccc5ccc6ccccc6c54)c3cn2)c2cscc2c1,8.1691,0.48033655,0.0
C1=CCC(c2cc3c4cscc4c4c(sc5ccc6c(c54)=CCC=6)c3c3nsnc23)=C1,6.7351,0.24210393,0.0
C1=c2c(c3cc[nH]c3c3cc4[nH]c(-c5ccc[nH]5)cc4cc23)=C[SiH2]1,2.4559,-0.52109265,0.0
C1=Cc2csc(-c3ccc(-c4sc(-c5scc6c5[SiH2]C=C6)c5c4CC=C5)c4nsnc34)c2C1,6.7938,0.25272608,0.0
C1=Cc2csc(-c3cc4[nH]c5c6cnccc6ccc5c4c4c3=CCC=4)c2[SiH2]1,3.3409,-0.3861339,0.0
c1c[nH]c(-c2ccc(-c3ncc(-c4scc5ccsc45)s3)o2)c1,6.3414,0.16946852,0.0
c1ccc2c(-c3cc4oc5c(ccc6ccoc65)c4s3)cccc2c1,7.2139,0.32685244,0.0
C1=Cc2c(csc2-c2ccc3c(c2)ncc2c4ncccc4c4nsnc4c32)C1,6.2387,0.15017879,0.0
C1=Cc2csc(-c3cc4cc5oc6c(c5cc4s3)c3c2=CCC=3)CC=C5)=C1,,0.0,0.0
C1=c2c(-c3cccc4nsnc34)cc3c4c(c5c([nH]c6ccsc65)c3c2=CC1)=C[SiH2]C=4,2.8306,-0.46651953,0.0
C1=C[SiH2]C(c2sc(-c3sc(-c4ncncn4)c4c3C=CC4)c3occc23)=C1,4.6811,-0.14782429,0.0
C1=C(c2scc3sccc23)CC(c2ccc(-c3cccc4c3=C[SiH2]C=4)c3ccccc23)=C1,6.3121,0.16397774,0.0
C1=c2cccc(-c3cc4c5c(c6c(ccc7ccsc76)c4c4c[nH]cc34)=CCC=5)c2=CC1,5.2854,-0.032420754,0.0
c1cnc2c(c1)cnc1c2ccc2cc(-c3scc4cc[nH]c34)c3nsnc3c21,6.1507,0.13355803,0.0
C1=Cc2c(-c3sc(-c4scc5ccoc45)c4cc[se]c34)sc(-c3cccc4cscc34)c2C1,9.6125,0.6649567,0.0
C1=C(c2cccc3c[nH]cc23)Cc2c1ccc1c2cnc2ccncc21,5.361,-0.01785779,0.0
C1=Cc2csc(-c3sc(-c4ccc(-c5scc6occc56)nc4)c4ccoc34)c2[SiH2]1,6.5379,0.20600557,0.0
C1=c2c(-c3ccco3)cc3sc4c5ncccc5sc4c3c2=C[SiH2]1,3.5826,-0.34579438,0.0
C1=Cc2c(c3c4nsnc4c4cc(-c5ccco5)cnc4c3c3cocc23)C1,5.9682,0.098858476,0.0
C1=c2c(c3c4oc(-c5cccs5)cc4sc3c3c2ccc2nsnc23)=CC1,5.4986,0.008663535,0.0
C1=C(c2scc3sccc23)CC(c2ccc(-c3cncs3)c3cscc23)=C1,8.1717,0.48072195,0.0
c1ncc(-c2sc(-c3sc(-c4scc5sccc45)c4[nH]ccc34)c3[se]ccc23)nc1,7.5683,0.3864441,0.0
C1=c2c(c3c(ccc4cc(-c5scc6cc[nH]c56)oc43)c3occc23)=C[SiH2]1,4.2004,-0.23698157,0.0
C1=CCC(c2cnc(-c3ccc(-c4scc5c4CC=C5)cc3)c3nsnc23)=C1,6.3944,0.17937374,0.0
C1=c2c(c3c4oc(-c5scc6ccsc56)cc4oc3c3c2ccc2nsnc23)=C[SiH2]1,4.9385,-0.09897447,0.0
C1=C(c2scc3sccc23)Cc2c1ncc1c2cnc2ccoc21,5.7489,0.05684936,0.0
C1=c2c(-c3cccnc3)ccc(-c3sc(-c4ccccn4)c4[se]ccc34)c2=CC1,4.714,-0.14161521,0.0
c1c[nH]c(-c2cc3c4cscc4c4c(oc5cc[se]c54)c3o2)c1,5.599,0.028009176,0.0
C1=Cc2c(csc2C2=Cc3cnc4c5c(c6c[nH]cc6c4c3C2)C=C[SiH2]5)[SiH2]1,2.4311,-0.5245663,0.0
C1=c2c(-c3scc4ccoc34)cc3[nH]c4c(ccc5ccc6nsnc6c54)c3c2=CC1,5.9184,0.08934426,0.0
C1=CCC(c2sc(-c3ncc(-c4scc5cc[se]c45)c4nsnc34)c3nccnc23)=C1,6.04,0.1125437,0.0
C1=Cc2csc(-c3cnc4c(c3)sc3c5[nH]ccc5c5ccccc5c43)c2[SiH2]1,5.5909,0.026448965,0.0
C1=Cc2oc3c(sc4cc(-c5ccc[nH]5)ccc43)c2C1,5.2119,-0.04656601,0.0
C1=C[SiH2]C(c2sc(-c3sc(-c4scc5sccc45)c4ccsc34)c3[nH]ccc23)=C1,8.1528,0.47791588,0.0
C1=c2c(-c3ncnc4nsnc34)cc3c4nsnc4c4c5occc5oc4c3c2=CC1,3.7633,-0.31476688,0.0
c1cncc(-c2sc(-c3sc(-c4cncs4)c4[nH]ccc34)c3nccnc23)c1,6.0866,0.1214031,0.0
C1=c2c(c3c(oc4cc(-c5ccc[se]5)c5cscc5c43)c3ncccc23)=C[SiH2]1,3.7313,-0.3203131,0.0
C1=c2c(-c3scc4occc34)cc3[nH]c4c5cnccc5c5c(c4c3c2=C[SiH2]1)=C[SiH2]C=5,1.6608,-0.6237377,0.0
c1csc(-c2cc3sc4c(ncc5ccoc54)c3c3nsnc23)c1,5.9289,0.09135163,0.0
C1=Cc2csc(-c3cc4[se]c5cc6ccc7c(c6cc5c4c4cocc34)=C[SiH2]C=7)c2C1,4.9056,-0.10525006,0.0
c1ccc(-c2cc3oc4c5ccccc5ncc4c3cn2)nc1,4.5912,-0.16472936,0.0
C1=Cc2[nH]c3c(c2C1)c1c(c2cc(-c4scc5[se]ccc45)c4ccccc4c23)=CCC=1,5.947,0.09481037,0.0
c1cncc(-c2ccc(-c3sc(-c4scc5ccsc45)c4ccsc34)c3cscc23)c1,9.8497,0.68969274,0.0
c1ncnc(-c2cc3c4cscc4c4c(cnc5ccsc54)c3c3cscc23)n1,6.8841,0.26894736,0.0
C1=C(c2scc3ccsc23)[SiH2]c2c1cnc1c2c2c(c3ccc4nsnc4c31)=C[SiH2]C=2,2.6331,-0.49576998,0.0
c1ccc2sc(-c3cc4c(ccc5cocc54)cn3)cc2c1,5.8627,0.078683615,0.0
C1=C(C2=CC=C(c3scc4cc[nH]c34)[SiH2]2)[SiH2]C(c2scc3cc[se]c23)=C1,4.0157,-0.2702893,0.0
C1=Cc2cnc3c(sc4cc(-c5ccc[nH]5)[nH]c43)c2[SiH2]1,2.5511,-0.50759745,0.0
c1ccc(-c2cnc3c(c2)c2c[nH]cc2c2cc4ccc5c[nH]cc5c4cc23)nc1,6.5658,0.21114945,0.0
C1=c2c(c3c4ccc(-c5scc6cc[se]c56)cc4c4cocc4c3c3occc23)=CC1,6.3888,0.17832887,0.0
c1cc2csc(-c3ccc(-c4scc5cc[se]c45)[nH]3)c2[nH]1,5.1632,-0.055928707,0.0
c1cnc2c(-c3ccc(-c4ncc(-c5cncc6nsnc56)c5cscc45)s3)scc2n1,6.7632,0.2471962,0.0
C1=C(c2scc3ccoc23)Cc2c1oc1c2c2nsnc2c2ccc3cscc3c21,7.7098,0.40939832,0.0
C1=c2ccc3cnc4c5[nH]c(-c6cccc7cocc67)cc6[nH]c5c3c2=C[SiH2]1,,0.0,0.0
C1=c2c(-c3cccc4c[nH]cc34)cc3ncc4ccsc4c3c2=CC1,4.5625,-0.17010647,0.0
C1=Cc2c(csc2-c2cc3oc4c([nH]c5ccc6nsnc6c54)c3c3ccccc23)C1,7.523,0.37899125,0.0
C1=Cc2c(csc2-c2cc3oc4c5sccc5c5ccccc5c4c3c3ccccc23)C1,9.4049,0.64203656,0.0
