smiles,fitness,score,generation
C1=C(c2ccccn2)Cc2c1c1cocc1c1c3ccccc3c3ccccc3c21,7.3841,7.3841,0.0
c1cncc(-c2ncc(-c3sc(-c4cccs4)c4ccsc34)c3nsnc23)c1,6.82,6.82,0.0
c1ccc(-c2ccc(-c3cnc(-c4cccc5nsnc45)c4nsnc34)s2)cc1,6.1535,6.1535,0.0
C1=Cc2[nH]c3c(c2C1)Cc1cc(-c2cccc4c2=CCC=4)[nH]c1-3,3.115,3.115,0.0
c1ncnc(-c2cc3ncc4c([nH]c5ccc6cscc6c54)c3c3c[nH]cc23)n1,5.4173,5.4173,0.0
C1=c2ccc3cnc4c(ncc5cc(-c6ccc[nH]6)sc54)c3c2=CC1,3.9575,3.9575,0.0
c1cc(-c2ccc3c(c2)sc2c4[nH]ccc4c4cocc4c32)c2cocc2c1,7.6952,7.6952,0.0
C1=Cc2[nH]c3c4c(sc3c2C1)C=C(c1ccc[nH]1)C4,4.2235,4.2235,0.0
C1=C(c2ccccc2)Cc2c1c1cocc1c1c2[nH]c2cc[nH]c21,5.4921,5.4921,0.0
C1=CCC(c2ccc(-c3ccc(-c4cccc5nsnc45)cn3)c3cocc23)=C1,6.5098,6.5098,0.0
c1cc2csc(-c3ccc4c(c3)c3cscc3c3c5c6cscc6ccc5c5cscc5c43)c2s1,11.7335,11.7335,0.0
C1=c2ccc3c4nsnc4c4c(cnc5ccc6cscc6c54)c3c2=CC1,4.7253,4.7253,0.0
c1csc(-c2cnc3c(c2)c2ccccc2c2c4ccccc4c4cocc4c32)c1,8.1691,8.1691,0.0
c1cncc(-c2cc3sc4c5ncccc5c5nsnc5c4c3[nH]2)c1,4.9975,4.9975,0.0
c1cnc2c3cc4oc(-c5scc6sccc56)cc4cc3c3nsnc3c2c1,7.0821,7.0821,0.0
C1=Cc2c(c3c4ccccc4c(-c4scc5[nH]ccc45)cc3c3ccccc23)C1,7.9253,7.9253,0.0
c1cc(-c2cc3c4ccccc4c4c5occc5sc4c3c3cscc23)c2cscc2c1,10.0503,10.0503,0.0
c1ccc2c(c1)c1cc(-c3scc4occc34)cnc1c1sc3cc[nH]c3c21,7.5587,7.5587,0.0
C1=C(c2scc3ccsc23)Cc2c1c1c(c3c4cnccc4c4ccccc4c23)=CCC=1,6.8788,6.8788,0.0
C1=CCC(C2=Cc3[nH]c4ccoc4c3C2)=C1,3.5867,3.5867,0.0
C1=Cc2c(c3cc4cnc(-c5scc6ccsc56)cc4cc3c3nsnc23)C1,6.9052,6.9052,0.0
c1cc(-c2ccc(-c3sc(-c4nccs4)c4occc34)c3c[nH]cc23)c2c[nH]cc2c1,7.9144,7.9144,0.0
C1=Cc2csc(-c3cc4[nH]c5c6ccccc6[nH]c5c4c4nsnc34)c2C1,6.1049,6.1049,0.0
C1=C(c2nccc3nsnc23)Cc2c1cnc1c2ccc2ccc3ccccc3c21,6.0376,6.0376,0.0
c1csc(-c2cc3cc4oc5ccc6c[nH]cc6c5c4cc3s2)c1,7.0105,7.0105,0.0
C1=CCC(c2ccc(-c3ccc(-c4cncs4)cn3)c3nsnc23)=C1,5.2201,5.2201,0.0
c1coc(-c2ccc(-c3ccc(-c4cncc5nsnc45)cc3)cc2)c1,5.6803,5.6803,0.0
C1=c2c(-c3cc4c5c[nH]cc5ccc4c4nsnc34)cc3ccccc3c2=CC1,5.1107,5.1107,0.0
c1cc(-c2cc3cnc4c(ccc5cccnc54)c3o2)c2cocc2c1,5.9424,5.9424,0.0
c1csc(-c2cc3cc4oc5ccc6ccccc6c5c4cc3o2)c1,7.2139,7.2139,0.0
c1ccc2c(c1)c1c[nH]cc1c1cc3cc(-c4nccc5nsnc45)c4cocc4c3cc21,7.4404,7.4404,0.0
c1cc2nsnc2c(-c2cc3cc4sc5ccc6cscc6c5c4cc3s2)n1,7.5506,7.5506,0.0
C1=c2c(c3c(ccc4cc(-c5cccnc5)[nH]c43)c3ccccc23)=CC1,4.501,4.501,0.0
C1=c2cccc(-c3cc4c5cocc5c5c(oc6ccsc65)c4c4c3=CCC=4)c2=CC1,5.1433,5.1433,0.0
C1=c2c(-c3scc4[nH]ccc34)cc3sc4ccoc4c3c2=CC1,4.822,4.822,0.0
C1=C(c2nccs2)Cc2c1c1nsnc1c1c3ncccc3c3nsnc3c21,4.9506,4.9506,0.0
c1ccc(-c2cc3c4cscc4c4ccc5nsnc5c4c3c3nsnc23)cc1,6.8841,6.8841,0.0
c1cc(-c2cc3ccc4c5occc5c5cocc5c4c3cn2)c2cocc2c1,7.2936,7.2936,0.0
C1=c2ccc3sc4c5cnc(-c6cncs6)cc5c5ccccc5c4c3c2=CC1,5.8441,5.8441,0.0
C1=C(c2scc3[nH]ccc23)Cc2c1c1c(c3c2ccc2ccc4cocc4c23)=CCC=1,6.3434,6.3434,0.0
C1=Cc2c(-c3sc(-c4scc5[nH]ccc45)c4cc[nH]c34)sc(-c3cccc4cscc34)c2C1,9.6187,9.6187,0.0
C1=Cc2c(c3c4cscc4c4c(-c5scc6occc56)cc4cc3c3nsnc23)C1,,0.0,0.0
c1csc(-c2ccc(-c3sc(-c4cccc5cocc45)c4ccsc34)s2)c1,8.833,8.833,0.0
C1=C(c2scc3occc23)Cc2c1sc1c2c2c(c3ccsc31)=CCC=2,5.9851,5.9851,0.0
C1=C(c2ccc(-c3nccc4nsnc34)s2)CC(c2cncc3nsnc23)=C1,5.0852,5.0852,0.0
c1ccc(-c2ccc(-c3ncc(-c4scc5ccoc45)s3)c3cocc23)cc1,7.698,7.698,0.0
C1=CCC(c2ccc(-c3ccc(-c4cccc5cscc45)cc3)c3cocc23)=C1,8.3248,8.3248,0.0
c1ccc2c(c1)c1ccccc1c1c(-c3cc4sc5cc6ccsc6cc5c4[nH]3)scc21,9.7854,9.7854,0.0
c1csc(-c2ccc3c(c2)sc2c4ccccc4ccc32)c1,6.9362,6.9362,0.0
C1=Cc2oc3c(ccc4cc(-c5scc6sccc56)ncc43)c2C1,6.4935,6.4935,0.0
C1=Cc2csc(-c3cc4c5cocc5c5c(ncc6cc[nH]c65)c4c4nsnc34)c2C1,6.918,6.918,0.0
c1cc(-c2ccc3c(c2)oc2c3cnc3ccc4nsnc4c32)c2nsnc2c1,5.8106,5.8106,0.0
c1cncc(-c2sc(-c3ccc(-c4ccco4)c4cocc34)c3sccc23)c1,7.698,7.698,0.0
c1csc(-c2cc3c4ccccc4c4c5ccccc5ncc4c3cn2)c1,6.8179,6.8179,0.0
c1cncc(-c2cc3ncc4c(oc5ccc6c[nH]cc6c54)c3c3cocc23)c1,6.4237,6.4237,0.0
C1=Cc2oc3c4ncc(-c5scc6occc56)cc4c4ccccc4c3c2C1,7.1782,7.1782,0.0
c1ncnc(-c2sc(-c3scc4nccnc34)c3ccoc23)n1,4.018,4.018,0.0
c1cc(-c2cc3oc4c(ccc5ccc6cscc6c54)c3c3nsnc23)c2nsnc2c1,7.6303,7.6303,0.0
c1cc2ncc3c4sc(-c5scc6occc56)cc4c4c[nH]cc4c3c2[nH]1,6.8868,6.8868,0.0
C1=CCC(c2ccc(-c3ccc(-c4cccc5c4=CCC=5)o3)c3c[nH]cc23)=C1,5.4029,5.4029,0.0
c1cc(-c2cc3cnc4c5c6ccccc6ccc5c5nsnc5c4c3s2)c2cocc2c1,8.1738,8.1738,0.0
c1ccc(-c2ccc(-c3ccc(-c4cccs4)c4c[nH]cc34)c3cscc23)cc1,8.4451,8.4451,0.0
c1ccc(-c2ccc(-c3ccc(-c4cccc5nsnc45)c4cocc34)nc2)nc1,6.2285,6.2285,0.0
C1=c2c(c3c4cnc(-c5ccc[nH]5)cc4cnc3c3c2ccc2c[nH]cc23)=CC1,4.3773,4.3773,0.0
C1=CCC(c2cc3ncc4c5ncccc5c5nsnc5c4c3c3ccccc23)=C1,6.4374,6.4374,0.0
c1ccc(-c2cc3oc4c5[nH]ccc5c5ccccc5c4c3c3cocc23)cc1,7.6337,7.6337,0.0
C1=C(c2nccc3nsnc23)Cc2c1ccc1c3cnccc3c3c[nH]cc3c21,5.3657,5.3657,0.0
c1ccc(-c2cc3c4c[nH]cc4c4c(oc5ccc6ccccc6c54)c3c3ccccc23)nc1,8.5889,8.5889,0.0
c1ncnc(-c2cc3[nH]c4cc5ccc6cocc6c5cc4c3c3cscc23)n1,6.2872,6.2872,0.0
C1=CCC(c2cnc3cc4c(cc3c2)c2ccccc2c24)C1,,0.0,0.0
C1=C(c2nccc3nsnc23)Cc2c1ccc1c2ccc2ccc3cocc3c21,6.2356,6.2356,0.0
C1=Cc2ccc3cc4cc(-c5scc6c5CC=c6ccoc67)cnc4cc3c2C1,,0.0,0.0
C1=C(c2cccc3c2=CCC=3)Cc2c1c1nsnc1c1c3[nH]ccc3c3nsnc3c21,4.3919,4.3919,0.0
C1=C(c2cccc3nsnc23)Cc2c1oc1c2c2c[nH]cc2c2ccc3cscc3c21,7.3834,7.3834,0.0
c1cc(-c2ccc(-c3ccc(-c4cncs4)[nH]3)o2)c2cscc2c1,6.2799,6.2799,0.0
c1csc(-c2sc(-c3ccc(-c4nccs4)c4ccccc34)c3ccscc32)c1,,0.0,0.0
c1ccc2c(c1)c(-c1scc3ccsc13)cc1cc3sc4cc[nH]c4c3c3nsnc3c12,,0.0,0.0
C1=c2ccc3cc4sc5cc(-c6scc7ccsc67)c6cscc6c5c4cc3c2=CC1,8.3303,8.3303,0.0
c1cc(-c2cc3ncc4c(oc5ccc6ccccc6c54)c3c3nsnc23)c2cocc2c1,7.7053,7.7053,0.0
c1cc(-c2cc3sc4c5c6cscc6ccc5c5cscc5c4c3s2)c2cocc2c1,10.1118,10.1118,0.0
c1ccc(-c2cc3c4ccccc4c4c5ncccc5c5cocc5c4c3c3cscc23)nc1,8.7173,8.7173,0.0
c1cc(-c2ccc(-c3ccc(-c4cccc5cscc45)o3)cc2)c2cscc2c1,8.71,8.71,0.0
c1cnc2c(c1)ncc1c3ncc(-c4scc5cc[nH]c45)cc3sc12,5.6025,5.6025,0.0
c1ccc2c(c1)c1cc(-c3scc4occc34)oc1c1c3c[nH]cc3c3ccncc3c21,8.2434,8.2434,0.0
C1=C(c2ccc3ccoc3c2)Cc2ccc3cscc3c21,5.7442,5.7442,0.0
c1ccc2c(c1)ncc1c2[nH]c2cc(-c3cncc4nsnc34)sc21,4.9975,4.9975,0.0
c1cc(-c2cc3sc4c5c(ccc6nsnc65)c5cocc5c4c3c3cocc23)c2cocc2c1,9.118,9.118,0.0
c1ccc2c(c1)ccc1c3cscc3c3cc4cc(-c5scc6nccnc56)sc4cc3c21,9.2473,9.2473,0.0
c1cc2cc3ncc4cc(-c5cncc6nsnc56)ncc4c3cc2s1,5.0644,5.0644,0.0
C1=C(c2ccco2)Cc2c1c1cocc1c1c3sccc3c3cscc3c21,7.7051,7.7051,0.0
c1cc(-c2ccc3c(c2)c2ccccc2c2c3oc3ccc4nsnc4c32)c2cscc2c1,8.7788,8.7788,0.0
C1=c2c(c3ccc4cscc4c3c3c4ccc(-c5scc6sccc56)cc4cn23)=CC1,7.3683,7.3683,0.0
c1ncnc(-c2cc3[nH]c4c5c(ccc6nsnc65)c5c[nH]cc5c4c3c3c[nH]cc23)n1,5.2936,5.2936,0.0
C1=Cc2c(csc2-c2ccc(C3=CC=C(c4ccc[nH]4)C3)c3ccccc23)C1,7.3364,7.3364,0.0
C1=c2cccc(-c3ccc4c(c3)sc3c4ccc4cc[nH]c43)c2=CC1,5.1675,5.1675,0.0
C1=CCC(c2cc3cc4c5c(c6cccnc6c4cc3c3nsnc23)=CCC=5)=C1,4.8539,4.8539,0.0
c1cc(-c2cc3oc4c5ccccc5c5cocc5c4c3cn2)c2cocc2c1,7.2936,7.2936,0.0
C1=Cc2csc(-c3ccc4cc5c(cc4c3)oc3ccoc35)c2C1,6.63,6.63,0.0
C1=c2c(-c3ccccc3)cc3c4ccccc4c4ccoc4c3c2=CC1,5.3709,5.3709,0.0
C1=C(c2scc3ccoc23)Cc2c1sc1c2sc2ccc3cscc3c21,8.2351,8.2351,0.0
c1cncc(-c2cc3oc4c([nH]c5ccc6cocc6c54)c3s2)c1,5.937,5.937,0.0
c1ccc2c(c1)c1ccccc1c1c(-c3cnc4c(ccc5cccnc54)c3)scc21,7.9711,7.9711,0.0
c1ccc(-c2cc3oc4c([nH]c5ccc6cocc6c54)c3c3cscc23)nc1,7.0902,7.0902,0.0
c1cc2csc(-c3cc4cc5sc6ccc7nsnc7c6c5cc4cn3)c2o1,7.0821,7.0821,0.0
c1ncnc(-c2cnc(-c3ncc(-c4scc5cc[nH]c45)s3)sc2c1,,0.0,0.0
c1cnc2c(c1)Cc1c-2oc2ccc3nsnc3c12,3.4037,3.4037,0.0
c1cc2c3nsnc3c3cc4cc(-c5cncc6nsnc56)ccc4cc3c2o1,5.8106,5.8106,0.0
c1ncnc(-c2cc3c(cn2)c2ncc4ccsc4c2c2nsnc32)n1,3.8544,3.8544,0.0
c1ccc(-c2cc3cc4c5cscc5c5ccc6c[nH]cc6c5c4cc3[nH]2)cc1,7.8373,7.8373,0.0
C1=Cc2csc(-c3ccc(-c4sc(-c5cccnc5)c5ccoc45)cc3)c2C1,7.5211,7.5211,0.0
c1ccc2c(c1)c1c[nH]cc1c1c3[nH]c(-c4scc5[nH]ccc45)cc3c3c[nH]cc3c21,7.6467,7.6467,0.0
C1=c2ccc3sc4c5cnc(-c6scc7occc67)cc5ccc4c3c2=CC1,6.0421,6.0421,0.0
c1cncc(-c2cc3c4ccccc4c4c5ccccc5[nH]c4c3c3cocc23)c1,7.4357,7.4357,0.0
C1=Cc2c(csc2-c2cc3c4c[nH]cc4c4c(ccc5cc[nH]c54)c3c3cscc23)C1,8.4681,8.4681,0.0
c1cnc2cc3c(cnc4cc(-c5cncc6nsnc56)c5ccccc5c43)cc2c1,6.1561,6.1561,0.0
c1coc(-c2cc3c(cn2)-c2[nH]c4ccncc4c2C3)c1,3.7891,3.7891,0.0
c1ccc(-c2sc(-c3sc(-c4cccnc4)c4ccsc34)c3ccsc23)cc1,8.635,8.635,0.0
c1coc(-c2ccc(-c3ccc(-c4scc5nccnc45)s3)c3nsnc23)c1,6.3515,6.3515,0.0
c1cc2csc(-c3ccc4c(c3)sc3c4sc4ccc5c[nH]cc5c43)c2s1,8.6937,8.6937,0.0
c1cc2c(cn1)c1ccc3cc(-c4nccc5nsnc45)cnc3c1c1nsnc21,5.0076,5.0076,0.0
C1=c2c(c3c4cnccc4[nH]c3c3oc(-c4cccnc4)cc23)=CC1,3.489,3.489,0.0
c1ccc2c(c1)c1ccc3nsnc3c1c1ncc3cc(-c4scc5[nH]ccc45)cnc3c21,7.3039,7.3039,0.0
c1cc2csc(-c3ccc4c(c3)sc3cc5ccc6cscc6c5cc34)c2[nH]1,8.6322,8.6322,0.0
c1cc2c3nsnc3c3c4occc4c4cocc4c3c2cn1,4.8851,4.8851,0.0
C1=C(c2cc3c4ccccc4ccc3c3nsnc23)Cc2cccnc21,5.4894,5.4894,0.0
c1cnc2c(c1)cnc1c3c4cocc4c(-c4scc5cc[nH]c45)cc3c3cocc3c21,7.6384,7.6384,0.0
C1=CCC(c2cc3sc4c(sc5ccc6c[nH]cc6c54)c3c3c2=CCC=3)=C1,6.0585,6.0585,0.0
c1csc(-c2ccc(-c3ccc(-c4cccc5cocc45)o3)nc2)c1,6.4833,6.4833,0.0
c1cc(-c2ccc(-c3ncc(-c4cccc5cocc45)c4nsnc34)o2)c2cscc2c1,7.6412,7.6412,0.0
c1cc2c(-c3ccc(-c4ncc(-c5cncs5)s4)nc3)scc2o1,5.8033,5.8033,0.0
C1=c2c(-c3scc4ccsc34)cc3oc4ccoc4c3c2=CC1,5.0869,5.0869,0.0
c1cncc(-c2cc3cc4[nH]c5ccc6cscc6c5c4cc3[nH]2)c1,6.0791,6.0791,0.0
c1ccc(-c2cc3ncc4c(ncc5ccc6c[nH]cc6c54)c3c3c[nH]cc23)nc1,5.9608,5.9608,0.0
c1ccc2c(c1)c(-c1scc3[nH]ccc13)cc1oc3c4occc4c4cocc4c3c12,8.4414,8.4414,0.0
C1=Cc2sc3c4sc(-c5cncc6nsnc56)cc4c4cscc4c3c2C1,6.9667,6.9667,0.0
c1cnc2c(c1)cnc1c3ncc(-c4scc5ccoc45)cc3oc21,5.3989,5.3989,0.0
C1=CCC(c2ccc(-c3sc(-c4scc5c4C=CC5)c4sccc34)c3ccccc23)=C1,9.4241,9.4241,0.0
c1cc2c(-c3cc4cc5sc6ccc7c[nH]cc7c6c5cc4c4cocc34)scc2s1,9.3784,9.3784,0.0
c1ccc(-c2cc3c4c[nH]cc4c4c5occc5c5c[nH]cc5c4c3s2)cc1,7.4303,7.4303,0.0
c1cc(-c2cc3c4c[nH]cc4c4c5cnccc5sc4c3c3nsnc23)c2cocc2c1,7.5019,7.5019,0.0
C1=c2c(c3c(ccc4cc(-c5scc6ccsc56)c5c[nH]cc5c43)c3cnccc23)=CC1,6.9304,6.9304,0.0
C1=Cc2c(-c3ccc(-c4cncs4)s3)sc(-c3cccc4cocc34)c2C1,7.5826,7.5826,0.0
c1cc2csc(-c3cc4c5cscc5c5c(ccc6ccsc65)c4c4cscc34)c2[nH]1,9.8469,9.8469,0.0
